"reg1","vote16","meeting","moneyorg","protest","online","persuade","button","moneycand","argument","particip_none","particip_count","vote20jb","apppres7","frnpres7","immpres7","econpres7","econnow","finworry","confecon","hlthcare1","hlthcare2","experts","science","exphelp","excessive","socmed_1","socmed_2","socmed_3","socmed_4","socmed_5","socmed_6","socmed_7","socmed_8","socmed_9","twitter1","racegr","sex","educ","income","birthyr","covidpres7","healthcarepres7","covid1","covid2","mis_covid1","conf_covid1","mis_covid2","conf_covid2"
1,2,1,1,0,1,0,1,1,1,0,6,2,7,7,7,6,3,5,5,1,4,5,5,4,5,1,1,0,0,1,0,0,0,0,3,"Black",2,3,5,1949,7,77,1,1,1,3,1,3
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1,1,3,4,4,2,3,4,3,3,1,1,1,0,1,1,0,0,0,3,"White",2,8,22,1964,1,77,2,2,2,5,2,5
3,4,0,0,0,0,0,0,0,0,1,0,3,7,4,7,7,5,3,4,3,4,4,3,3,4,1,0,1,0,1,1,0,0,0,66,"Hispanic",2,2,6,1991,6,77,4,1,1,2,1,2
1,4,0,1,0,1,0,0,0,0,0,2,1,2,1,4,2,3,3,2,3,3,2,2,4,2,1,0,1,0,1,1,0,0,0,66,"White",1,2,4,1989,2,77,1,2,1,5,1,5
1,1,0,0,0,1,0,0,1,0,0,2,1,1,1,1,1,1,2,1,7,3,3,3,3,2,1,1,1,0,1,0,0,0,0,7,"White",2,5,4,1943,2,77,4,2,1,3,2,5
1,1,0,1,0,0,0,0,1,0,0,2,1,1,1,2,1,4,1,4,5,1,1,4,4,2,1,0,0,0,0,0,0,0,0,66,"White",1,6,11,1937,2,77,1,2,2,5,2,5
4,4,0,0,0,0,0,0,0,0,1,0,4,7,5,4,3,2,2,2,5,1,3,1,2,2,1,0,1,0,1,0,0,0,0,66,"White",2,3,9,1951,5,77,2,2,1,2,2,2
1,1,0,0,0,1,0,0,0,1,0,2,1,2,2,1,1,2,2,3,6,1,4,3,4,3,1,1,0,0,1,0,0,0,0,4,"White",1,3,13,1941,2,77,3,3,2,3,2,5
1,3,0,0,0,1,0,0,0,0,0,1,1,2,1,1,2,5,2,5,7,2,2,3,3,2,1,1,1,1,1,0,0,1,0,5,"White",1,2,3,1993,2,77,4,1,1,2,1,5
3,4,0,0,0,0,0,0,0,0,1,0,4,3,4,4,4,2,3,2,2,2,2,2,2,3,1,0,1,0,1,1,0,0,0,66,"Mixed",2,2,1,1979,4,77,3,2,1,2,1,3
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,4,5,1,2,3,2,2,2,1,0,0,0,1,0,0,0,0,66,"White",1,2,12,1951,7,77,4,2,2,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,3,2,3,2,3,3,4,4,2,1,0,1,0,0,0,0,0,0,66,"White",2,6,15,1969,2,77,3,2,2,3,2,5
1,1,0,0,0,1,0,0,0,1,0,2,1,2,2,1,1,5,1,1,7,1,4,1,3,2,1,0,0,0,1,0,0,1,0,66,"White",1,3,16,1946,2,77,4,1,1,3,2,5
1,2,0,1,0,1,0,0,0,0,0,2,2,7,7,7,7,5,5,5,1,5,4,5,5,4,1,1,0,0,1,0,0,0,0,3,"White",1,6,6,1958,7,77,1,1,2,3,2,3
1,2,0,0,0,1,1,0,0,1,0,3,2,6,7,6,2,5,4,4,5,1,4,4,4,3,1,1,0,1,1,0,0,0,0,4,"White",1,5,23,1971,5,77,4,1,1,4,2,4
1,4,0,0,0,0,0,0,0,0,1,0,1,2,2,3,2,4,2,2,7,1,3,2,4,2,1,0,0,0,0,0,0,0,0,66,"White",2,5,1,1957,2,77,4,3,2,5,2,5
3,4,0,0,0,0,0,0,0,0,1,0,4,7,7,7,7,5,1,1,4,1,4,3,4,2,0,0,0,0,1,0,0,0,0,66,"Mixed",1,3,3,1978,7,77,5,5,1,2,2,5
1,4,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,5,2,2,1,2,5,5,5,1,1,0,0,0,1,0,0,0,0,66,"White",2,2,5,1945,1,77,5,2,2,3,2,4
1,1,1,0,1,1,0,0,0,0,0,3,1,1,2,2,2,2,1,5,1,5,5,5,5,4,1,1,1,0,1,0,0,0,0,1,"White",1,5,21,1985,1,77,1,1,1,5,2,5
3,4,0,0,0,0,0,0,0,1,0,1,2,5,6,6,5,5,4,4,4,4,1,3,3,3,1,0,1,0,1,1,0,0,0,66,"White",2,2,8,1982,5,77,3,2,1,3,1,3
1,1,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,4,2,4,7,2,4,4,4,2,0,0,1,0,1,0,0,0,0,66,"White",1,5,22,1961,1,77,4,2,1,4,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,3,2,2,3,3,3,3,3,3,2,2,3,3,1,0,1,0,0,0,0,0,0,66,"White",2,5,21,1972,1,77,1,2,2,2,2,1
2,4,0,0,0,0,0,0,0,0,1,0,4,7,6,6,7,4,4,4,4,4,4,3,3,2,1,0,0,0,1,0,0,0,0,66,"Black",1,5,21,1984,7,77,2,2,1,3,2,2
1,1,1,0,0,0,0,1,1,0,0,3,1,1,1,1,1,2,1,3,7,1,3,3,2,3,0,1,1,0,1,0,0,0,0,4,"White",1,3,15,1983,2,77,5,2,1,3,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,4,1,3,7,1,4,4,2,2,1,0,0,0,1,0,0,0,0,66,"White",2,4,5,1955,2,77,4,3,1,3,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,4,3,4,1,5,2,2,3,3,1,0,0,0,1,0,1,0,0,66,"Hispanic",2,2,16,1960,7,77,1,1,2,4,2,4
1,2,0,0,0,0,1,0,1,0,0,2,2,7,7,7,7,5,5,5,1,5,4,5,5,2,0,0,0,1,0,0,0,0,0,66,"White",2,5,23,1961,7,77,2,1,2,4,2,5
1,2,0,0,0,0,0,0,0,0,1,0,1,5,5,4,3,5,4,5,3,3,4,2,2,3,1,1,1,1,1,0,0,0,0,6,"White",2,5,22,1962,3,77,2,1,1,2,2,4
1,1,0,0,0,1,0,0,0,1,0,2,1,2,1,2,1,4,2,3,7,1,3,2,2,2,1,0,0,0,0,0,0,0,0,66,"White",1,2,9,1947,2,77,5,4,2,2,2,3
1,4,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,5,4,4,1,4,4,1,3,4,1,0,0,0,1,0,0,0,0,66,"White",1,3,11,1971,1,77,5,1,1,4,1,4
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,5,5,1,5,3,4,4,4,1,1,1,0,1,0,0,0,0,3,"Black",2,6,5,1973,7,77,1,1,1,3,2,3
1,1,1,1,0,0,0,0,0,1,0,3,1,1,2,2,3,1,4,4,1,5,2,4,5,4,1,1,1,0,1,1,1,0,0,1,"White",1,5,20,1990,2,77,2,1,1,2,2,4
3,4,0,0,0,0,0,0,0,0,1,0,4,2,2,1,2,5,3,4,4,3,4,3,4,3,1,0,0,0,0,0,0,0,0,66,"White",1,1,12,1955,2,77,2,2,2,3,2,5
1,1,0,0,0,1,0,0,0,1,0,2,1,2,3,4,3,5,5,4,3,5,2,4,3,3,1,1,0,0,1,0,0,1,0,7,"White",2,5,21,1979,3,77,3,1,1,3,2,3
3,2,0,0,0,0,0,0,0,0,1,0,2,3,3,5,3,4,2,3,3,2,2,2,2,3,1,0,0,0,0,0,0,0,0,66,"White",2,2,5,1960,2,77,4,3,2,2,2,3
1,2,1,0,1,1,1,0,0,0,0,4,2,5,6,5,4,3,1,2,4,1,2,5,5,5,1,1,1,0,1,1,0,0,0,2,"Black",2,5,18,1994,7,77,2,2,2,4,2,5
1,2,0,0,0,0,1,0,0,0,0,1,2,6,6,5,5,3,2,3,4,2,3,2,5,3,1,1,1,0,1,0,0,0,0,2,"Hispanic",1,2,6,1977,7,77,1,1,2,3,2,3
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,5,4,5,2,2,4,1,2,3,4,3,0,0,0,1,1,0,0,0,0,66,"Asian",1,6,24,1981,7,77,3,3,2,5,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,1,2,1,1,1,5,5,3,0,0,0,0,0,0,0,0,1,66,"Asian",1,8,26,1954,7,77,3,3,2,3,2,5
1,2,0,0,1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,1,0,1,0,1,0,0,0,0,66,"White",1,5,13,1979,2,77,3,3,1,4,1,2
1,1,0,0,0,1,0,1,0,1,0,3,1,1,1,2,1,4,1,3,7,2,2,2,3,2,1,1,1,1,1,0,0,1,0,2,"White",2,3,5,1957,1,77,4,2,1,4,2,3
1,2,0,0,0,0,1,0,0,0,0,1,2,2,3,5,4,1,4,4,3,4,3,2,2,4,0,0,0,0,0,0,0,0,1,66,"Hispanic",2,6,9,1990,3,77,2,3,2,5,2,5
1,4,0,0,0,1,0,1,0,1,0,3,1,1,1,1,1,1,3,3,1,5,3,3,3,5,1,1,1,0,1,1,1,0,0,1,"White",2,1,3,1971,1,77,2,3,1,2,1,3
1,2,0,0,1,0,1,0,0,0,0,2,2,3,3,4,4,2,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,0,0,4,"Black",1,3,19,2000,4,77,3,3,2,2,2,2
1,1,0,0,0,1,0,0,0,0,0,1,1,2,2,1,1,4,2,4,7,2,2,2,2,2,1,1,1,1,1,0,0,0,0,4,"White",1,3,18,1974,2,77,4,1,2,4,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,4,2,4,3,2,4,2,4,3,1,0,0,0,1,0,0,0,0,66,"White",1,2,5,1953,2,77,4,1,1,5,2,5
1,4,0,0,0,0,0,0,0,0,1,0,4,5,5,6,3,4,5,4,6,3,4,4,5,2,0,0,0,0,1,0,0,1,0,66,"White",2,5,5,1957,3,77,4,1,2,3,2,4
1,1,0,0,0,0,0,0,0,1,0,1,3,5,6,7,1,2,3,4,2,1,5,5,5,4,1,0,1,0,1,1,0,0,0,66,"Hispanic",1,3,5,1996,2,77,1,1,2,5,2,5
1,3,0,0,0,0,0,0,0,0,1,0,3,6,6,4,4,4,2,3,7,2,4,2,3,2,0,0,0,0,0,0,0,0,1,66,"White",1,5,15,1946,6,77,3,3,1,3,2,3
1,2,0,0,0,0,0,0,1,0,0,1,3,7,7,7,7,5,4,5,1,3,1,5,5,5,1,0,1,0,1,1,0,0,0,66,"Hispanic",2,3,13,1992,7,77,1,2,1,2,2,1
1,2,1,0,0,1,0,0,0,0,0,2,2,6,3,2,3,5,2,2,3,3,2,2,2,2,1,0,1,0,1,0,0,0,0,66,"Black",2,2,3,1964,2,77,2,2,1,4,2,4
1,1,0,0,0,1,0,0,0,1,0,2,1,1,1,1,1,4,4,1,7,1,4,3,5,2,1,1,0,0,1,0,0,0,0,5,"Hispanic",2,3,6,1969,1,77,5,3,1,5,2,3
3,2,0,0,0,0,1,0,0,0,0,1,2,4,3,4,4,3,3,3,4,3,3,3,3,2,0,1,1,0,1,1,1,0,0,4,"Black",2,4,2,2000,3,77,3,4,2,3,1,2
3,4,0,0,0,0,0,0,0,0,1,0,4,7,7,7,7,5,5,4,4,4,3,3,3,3,1,0,0,1,1,0,0,1,0,66,"Mixed",1,2,1,1983,7,77,3,2,2,5,2,5
1,1,0,0,1,0,0,0,1,0,0,2,1,3,2,3,2,2,3,3,3,2,2,4,5,4,1,0,0,0,0,0,0,0,0,66,"Hispanic",2,5,23,1982,2,77,4,2,1,2,1,2
1,1,0,0,1,0,1,0,0,0,0,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,66,"Hispanic",2,4,2,1985,2,77,2,2,1,2,1,2
1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,4,4,4,7,2,1,2,2,2,1,0,0,0,0,0,0,0,0,66,"Asian",1,6,14,1945,2,77,3,1,1,2,2,3
1,1,0,1,0,1,1,0,0,0,0,3,1,1,1,2,2,1,4,4,1,4,4,4,4,4,1,0,1,0,1,1,0,0,0,66,"White",1,6,15,1986,2,77,1,2,1,4,1,4
1,1,0,0,0,0,0,0,0,0,1,0,1,2,4,1,2,2,4,5,3,5,3,2,1,5,1,0,0,0,0,0,0,0,0,66,"White",2,3,5,1966,2,77,1,1,1,3,1,3
1,2,0,0,0,0,0,0,0,0,1,0,2,5,4,3,4,5,2,5,7,3,3,4,3,2,1,1,1,1,1,0,0,0,0,4,"Mixed",1,5,12,1969,5,77,2,1,1,2,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,5,2,5,7,1,4,3,4,2,0,0,0,0,0,0,0,0,1,66,"White",1,2,21,1953,1,77,5,1,1,4,2,5
1,1,0,1,0,0,0,0,0,0,0,1,1,2,2,2,1,5,2,4,4,3,1,5,4,3,1,1,1,0,1,0,0,0,0,5,"White",1,6,22,1982,2,77,3,2,2,5,2,5
1,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,3,7,1,3,2,1,2,0,0,0,0,0,0,0,0,1,66,"Black",1,5,9,1990,1,77,5,2,1,3,2,4
1,2,0,0,0,0,0,0,0,0,1,0,2,6,3,3,3,4,4,3,2,4,4,5,4,2,1,1,1,0,1,1,1,0,0,4,"White",1,5,15,1984,6,77,1,1,2,4,2,4
1,3,0,0,0,1,0,0,0,0,0,1,3,6,4,5,5,5,2,4,3,2,4,3,4,3,1,1,1,1,1,1,0,0,0,4,"Hispanic",1,4,6,1990,6,77,3,2,2,3,2,3
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,4,5,4,4,4,3,4,4,2,1,1,1,0,1,0,0,0,0,2,"White",1,2,3,1962,1,77,1,1,2,2,2,4
1,1,1,0,0,1,0,0,1,0,0,3,1,1,1,1,1,1,5,5,1,5,1,5,5,5,1,0,1,0,1,1,0,0,0,66,"White",1,6,22,1988,1,77,1,1,1,5,1,5
1,2,0,1,0,1,1,1,1,1,0,6,2,7,7,7,7,5,4,5,3,3,3,5,5,3,1,1,1,0,1,0,0,0,0,1,"White",1,5,3,1968,7,77,3,3,2,5,2,5
1,1,1,0,0,1,1,0,0,0,0,3,1,1,2,2,2,1,3,4,1,4,1,4,4,4,1,1,1,0,1,1,1,0,0,1,"White",1,8,15,1990,2,77,3,2,1,4,2,4
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,5,5,1,3,4,5,4,2,1,1,0,0,1,0,0,0,0,4,"White",2,5,6,1985,7,77,3,1,2,5,2,5
1,2,0,1,0,1,1,0,0,0,0,3,2,7,7,7,7,3,2,4,1,5,5,3,4,4,0,1,1,1,1,0,0,0,0,1,"Black",1,5,11,1993,7,77,2,1,2,3,2,4
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,6,4,5,4,3,3,5,5,5,3,1,0,0,0,1,0,0,0,0,66,"Asian",2,5,11,1940,7,77,2,2,2,3,2,5
1,4,0,0,0,0,1,0,0,0,0,1,3,7,4,6,5,4,5,1,1,5,3,4,4,3,1,1,1,1,1,1,0,0,0,5,"Hispanic",1,5,19,1997,7,77,4,5,2,4,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,3,3,3,3,3,4,5,4,3,3,3,3,2,1,0,1,0,0,1,0,0,0,66,"White",2,5,1,1995,3,77,4,1,2,4,2,5
1,2,1,1,0,0,0,0,1,0,0,3,2,3,2,7,2,5,5,5,1,5,2,4,4,5,1,1,1,1,1,1,1,1,0,1,"Black",1,5,21,1960,7,77,1,1,1,5,2,5
1,1,1,0,0,0,0,0,0,0,0,1,1,4,4,5,2,2,2,3,2,3,2,3,2,3,1,0,1,0,0,0,0,0,0,66,"Hispanic",1,3,11,1984,5,77,2,3,2,2,1,3
1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,2,5,7,1,1,3,3,2,1,0,0,0,1,0,0,0,0,66,"White",1,5,24,1963,1,77,1,1,1,4,2,5
1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,4,5,1,4,2,4,3,5,1,0,0,0,0,0,0,0,0,66,"White",1,6,23,1980,1,77,2,3,1,4,1,3
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,4,2,2,1,3,5,4,3,4,1,0,1,0,1,0,0,1,0,66,"White",1,3,10,1958,1,77,4,2,2,3,2,5
1,4,0,0,0,1,0,0,0,1,0,2,3,3,4,4,3,2,3,3,2,3,2,2,4,4,1,1,1,0,1,1,1,0,0,7,"Hispanic",1,2,5,2001,2,77,4,2,2,3,2,4
1,2,0,0,0,1,1,0,0,1,0,3,2,5,7,5,3,4,2,4,6,1,2,5,3,4,1,1,0,0,1,0,0,0,0,2,"Black",1,5,16,1956,7,77,3,1,1,3,2,2
1,2,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,0,1,"Asian",2,6,25,1978,1,77,1,1,1,5,1,5
2,4,0,0,0,1,0,0,0,0,0,1,2,3,6,1,5,5,2,4,3,1,5,3,4,2,1,0,1,0,0,0,0,1,0,66,"White",2,2,8,1953,3,77,3,2,2,4,2,5
1,1,1,1,0,0,1,0,0,0,0,3,3,1,4,1,1,1,1,1,1,5,1,5,5,5,1,0,0,0,0,0,0,0,0,66,"Mixed",2,8,23,1995,7,77,5,5,1,5,1,5
3,4,0,0,0,0,1,0,0,0,0,1,1,3,2,3,2,2,1,2,4,2,3,3,1,4,1,0,0,0,1,0,0,0,0,66,"White",1,5,14,1959,4,77,4,3,1,3,2,4
1,2,0,0,0,0,0,0,0,0,1,0,2,7,6,7,7,5,1,3,2,1,4,5,4,2,1,0,0,0,0,0,0,0,0,66,"White",2,3,2,1948,7,77,5,2,2,5,2,5
1,1,0,0,1,0,0,0,1,0,0,2,1,3,1,3,3,3,2,4,5,4,2,4,3,4,1,0,0,0,1,0,0,0,0,66,"White",1,5,20,1982,2,77,3,3,1,4,1,3
1,1,1,1,0,0,1,0,0,0,0,3,1,2,3,3,2,2,2,2,2,2,5,5,4,2,1,1,1,1,0,1,0,0,0,1,"Hispanic",2,5,2,1987,1,77,2,1,2,5,2,5
1,2,0,0,0,1,1,0,0,0,0,2,2,7,7,7,7,5,1,2,1,1,4,4,5,3,1,0,1,0,1,0,0,0,0,66,"White",2,3,3,1969,7,77,4,4,2,5,2,5
1,1,0,0,0,0,0,0,0,1,0,1,2,7,7,5,6,5,4,4,4,3,3,5,5,3,1,1,1,0,1,1,0,1,0,4,"White",2,3,15,1968,7,77,1,1,1,4,2,4
1,2,0,0,0,0,0,0,0,0,1,0,2,3,3,2,3,2,2,3,2,2,3,2,2,3,1,0,0,0,1,0,0,0,0,66,"White",2,5,10,1990,3,77,2,3,1,3,1,3
1,4,0,0,0,1,0,0,0,0,0,1,2,3,5,6,3,5,2,2,3,2,3,4,2,5,1,1,1,1,1,0,1,0,0,7,"White",1,3,4,1973,4,77,5,2,1,3,1,3
1,2,0,0,0,0,0,0,0,1,0,1,2,7,6,3,5,4,2,3,3,2,4,5,4,2,1,0,0,0,1,0,0,0,0,66,"White",1,3,21,1947,6,77,3,3,2,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,3,2,4,7,3,3,3,3,2,1,0,0,0,0,0,0,0,0,66,"White",2,2,4,1953,1,77,3,2,1,3,2,4
3,4,0,0,0,0,0,0,0,0,1,0,2,6,5,6,4,4,1,4,5,2,3,3,4,3,1,0,0,0,1,0,0,0,0,66,"White",2,5,5,1951,5,77,4,3,2,3,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,3,2,3,2,1,0,0,0,0,0,0,0,0,66,"White",2,3,12,1962,1,77,5,4,1,4,2,3
1,2,1,0,0,0,0,0,0,0,0,1,2,3,4,3,3,3,3,3,1,3,3,4,3,2,1,1,1,1,1,1,1,1,0,2,"White",1,8,22,1981,3,77,3,3,1,3,1,3
1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,2,1,5,2,5,7,1,3,3,3,2,1,0,0,0,1,0,0,0,0,66,"White",1,4,17,1952,2,77,4,1,2,1,2,3
1,1,0,0,0,0,0,0,0,0,1,0,4,6,6,6,6,5,4,4,4,3,4,5,5,3,0,0,0,0,1,1,0,0,0,66,"White",1,3,13,1988,7,77,1,1,2,3,2,5
1,3,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,2,3,2,4,4,4,3,3,3,1,0,0,0,0,0,0,0,0,66,"White",2,1,5,1950,2,77,2,2,1,4,1,4
1,2,0,0,0,0,0,0,0,1,0,1,2,6,5,4,3,4,5,4,3,4,4,4,4,3,1,1,1,1,1,0,0,0,0,4,"Asian",2,5,5,1992,6,77,2,1,2,3,2,4
1,2,0,0,0,1,0,0,0,0,0,1,4,3,4,6,2,1,2,4,1,5,3,3,2,4,1,0,1,0,1,1,1,0,0,66,"Hispanic",2,5,7,1995,4,77,2,1,2,2,2,4
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,3,2,3,7,2,3,3,3,2,1,0,0,0,1,0,0,0,0,66,"White",2,2,4,1953,1,77,2,2,1,3,2,5
1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,5,4,4,2,3,4,4,5,2,1,0,0,0,1,0,0,0,0,66,"White",2,6,5,1950,1,77,4,2,2,4,2,4
1,2,0,0,0,0,1,0,0,1,0,2,2,7,7,7,2,5,5,5,1,3,5,4,5,5,1,0,1,1,1,0,0,0,0,66,"White",1,3,3,1960,7,77,2,1,2,5,2,5
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,5,5,1,4,1,5,5,1,1,0,1,0,1,0,0,0,0,66,"White",1,2,1,1969,7,77,3,1,1,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,0,0,0,0,0,0,0,0,66,"White",2,8,20,1985,1,77,1,1,1,1,1,1
1,2,0,0,0,0,0,0,0,0,1,0,2,7,7,7,7,5,3,5,4,3,1,1,1,1,1,1,1,0,1,0,0,0,0,1,"Black",1,4,8,1967,7,77,1,1,2,5,2,5
1,3,0,0,0,0,0,0,0,0,1,0,3,7,7,7,6,4,5,5,3,3,4,4,5,3,1,0,1,0,1,0,0,0,0,66,"Asian",1,6,13,1989,7,77,1,1,1,3,1,2
1,3,0,1,0,1,0,0,0,1,0,3,2,7,7,7,6,5,2,3,1,1,4,5,5,3,1,1,1,1,1,0,0,0,0,4,"Asian",2,5,16,1980,7,77,4,3,2,5,2,5
3,4,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,2,1,2,4,3,3,3,3,2,1,1,1,0,1,1,1,0,0,3,"White",1,1,1,2002,2,77,3,3,2,3,2,2
3,4,0,0,0,0,0,0,0,0,1,0,4,4,6,6,4,5,1,3,4,1,2,2,3,4,0,0,0,0,0,0,0,0,1,66,"Black",1,3,3,1958,6,77,5,2,1,3,2,3
1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,1,2,4,5,5,7,5,4,2,2,2,1,1,0,0,0,0,0,0,0,3,"White",1,6,12,1978,2,77,1,1,1,4,2,5
1,2,0,0,0,1,1,0,0,1,0,3,2,7,7,7,7,5,2,4,1,3,4,5,4,4,1,0,1,0,0,0,0,0,0,66,"Hispanic",2,6,21,1984,7,77,5,3,2,5,2,5
1,4,1,0,0,1,1,0,0,1,0,4,4,6,6,6,6,5,2,5,3,2,2,4,4,2,1,0,1,1,1,0,0,0,0,66,"White",2,1,23,1991,7,77,2,1,2,3,2,4
1,1,0,0,0,0,0,0,0,0,1,0,2,7,7,3,7,5,4,5,1,1,4,5,5,2,0,0,0,0,0,0,0,0,1,66,"White",1,2,11,1952,7,77,3,4,2,4,2,5
1,2,1,0,0,1,0,0,0,0,0,2,2,7,7,7,6,5,3,4,1,5,2,4,4,4,1,1,1,1,1,1,0,0,0,2,"Hispanic",1,3,14,1972,7,77,4,2,1,2,2,1
1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1,1,1,0,1,1,1,0,0,1,"White",1,7,16,1983,1,77,3,2,1,5,2,3
1,2,0,0,0,1,1,0,0,1,0,3,2,7,6,5,6,5,3,3,2,2,3,5,2,3,1,1,1,1,1,0,0,0,0,7,"White",2,4,21,1986,7,77,3,2,2,4,2,5
1,1,0,0,0,0,1,0,0,0,0,1,2,7,6,6,7,4,2,4,5,2,3,3,4,2,1,0,0,0,1,0,0,1,0,66,"White",2,4,10,1954,7,77,2,2,2,3,2,4
1,2,0,1,0,1,0,0,0,1,0,3,2,7,7,7,6,5,3,5,1,5,4,3,3,2,1,0,1,0,1,1,0,0,0,66,"White",2,6,21,1979,3,77,5,1,2,3,2,5
1,4,0,0,0,1,0,0,0,0,0,1,1,1,1,4,1,1,2,2,1,3,5,1,3,3,1,0,0,0,1,0,0,0,0,66,"White",2,2,4,1945,1,77,3,3,2,5,2,5
1,3,0,0,0,0,0,0,0,0,1,0,3,7,7,7,7,4,4,4,4,3,4,3,3,3,1,0,0,0,0,0,0,0,0,66,"White",1,5,1,1978,7,77,3,3,2,5,2,5
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,1,2,2,2,2,2,4,4,4,1,1,1,1,1,1,1,0,0,1,"White",1,6,22,1986,2,77,1,2,2,3,2,3
1,1,1,0,1,1,1,1,0,1,0,6,1,1,1,2,2,4,2,2,7,2,1,1,5,2,1,0,0,0,0,0,0,0,0,66,"White",1,5,21,1947,1,77,4,4,1,4,2,5
1,2,0,0,0,1,1,0,0,0,0,2,2,7,7,7,7,4,3,3,2,3,3,5,4,3,0,0,0,0,0,0,0,0,1,66,"White",2,4,4,1957,7,77,3,2,2,5,2,5
1,2,0,0,0,0,0,0,1,1,0,2,2,7,7,7,7,3,2,1,2,2,1,3,3,4,1,1,1,0,1,0,0,0,0,7,"Black",1,2,5,1955,7,77,3,5,2,5,2,5
1,4,0,0,1,0,0,1,0,0,0,2,2,7,7,7,7,1,3,3,4,4,5,3,3,3,1,0,1,0,1,1,1,0,0,66,"Hispanic",2,2,1,1999,7,77,4,4,1,5,1,5
1,2,0,0,1,0,1,1,0,1,0,4,2,6,5,4,2,2,2,5,1,3,3,3,3,3,1,0,0,0,1,0,0,0,0,66,"Black",1,3,14,1974,7,77,1,1,1,2,2,5
1,2,0,0,0,0,0,1,1,0,0,2,2,6,6,7,3,5,5,5,2,3,3,5,5,3,1,0,0,0,0,0,0,0,0,66,"White",2,5,4,1962,6,77,4,1,2,3,2,5
3,1,0,0,0,0,0,0,0,1,0,1,2,5,4,4,4,5,5,4,1,5,4,2,2,4,1,1,1,0,1,1,0,0,0,5,"White",2,1,4,1986,6,77,2,2,1,3,2,4
1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,2,2,7,2,2,2,2,2,1,0,0,0,1,0,0,0,0,66,"White",1,5,15,1954,1,77,4,1,2,4,2,4
1,1,1,1,1,1,0,0,1,0,0,5,1,1,1,1,1,1,2,4,1,4,1,4,4,4,1,1,1,0,1,1,1,0,0,1,"White",1,6,23,1981,1,77,1,1,1,5,1,4
1,1,0,0,0,1,1,0,0,0,0,2,1,2,2,2,2,4,2,2,5,1,4,2,3,2,1,1,1,1,1,1,1,0,0,2,"White",1,4,21,1968,2,77,2,2,2,3,2,3
1,4,0,0,0,1,0,0,0,1,0,2,1,2,3,1,1,1,2,4,7,1,4,4,3,2,1,1,1,1,1,0,0,0,0,2,"White",1,3,3,2000,2,77,5,2,1,2,2,4
1,4,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,2,4,2,2,2,1,1,1,1,1,1,1,1,0,0,4,"Other",1,1,1,1999,5,77,3,1,2,3,1,2
